id,qual_sidda,qual_inputs,qual_packedness,qual_loom_tight,qual_size_accuracy,qual_design_accuracy,qual_finishing_time,qual_overall,date,datenum,m2,qual_date,qual_date_102,qual_date_103,qual_date_104,qual_date_105,qual_date_110,qual_date_201,qual_date_202,qual_date_203,produced102,produced103,produced104,produced105,produced110,produced201,produced202,produced203,weight1,weight2,weight_error,abs_weight_error
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2013-03-01,19418.0,7.2,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2012-12-14,19341.0,7.2,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,,2012-11-30,19327.0,11.0,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.3,2.1,-0.08695652,0.08695652
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2013-11-22,19684.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,,2013-08-23,19593.0,5.7575,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2012-12-07,19334.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,2.0,4.0,3.0,3.0,,2012-11-23,19320.0,11.0,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.1,2.0,-0.04761905,0.04761905
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2013-12-20,19712.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2014-04-04,19817.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,,2012-10-19,19285.0,10.0,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.2,2.5,0.13636364,0.13636364
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2013-11-01,19663.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,,2012-08-17,19222.0,10.0,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,,,,
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2013-07-26,19565.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2012-10-05,19271.0,9.0,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.2,2.5,0.13636364,0.13636364
36.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,,2012-11-16,19313.0,11.0,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.3,2.1,-0.08695652,0.08695652
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2013-03-08,19425.0,7.2,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2013-11-29,19691.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2014-02-14,19768.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2013-11-15,19677.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2013-09-27,19628.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2013-05-03,19481.0,7.2,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2014-01-24,19747.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2014-04-11,19824.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2013-07-12,19551.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2013-01-25,19383.0,7.2,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2013-06-14,19523.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2013-07-19,19558.0,5.75,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,,2012-09-14,19250.0,9.0,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.1,2.3,0.0952381,0.0952381
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2014-03-14,19796.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2013-12-27,19719.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2013-04-12,19460.0,5.75,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,2.0,4.0,3.0,3.0,,2012-11-09,19306.0,11.0,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.0,2.1,0.05,0.05
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2012-10-25,19291.0,10.0,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.2,2.5,0.13636364,0.13636364
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2013-07-05,19544.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2013-02-16,19405.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2013-10-11,19642.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,,2012-09-07,19243.0,10.0,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,,,,
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2013-05-17,19495.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2013-05-24,19502.0,7.2,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.2,-0.12,0.12
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2013-06-07,19516.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2012-12-28,19355.0,7.2,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2013-04-26,19474.0,7.2,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2014-01-31,19754.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2013-03-15,19432.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2013-04-05,19453.0,7.2,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2013-01-11,19369.0,7.2,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2014-02-21,19775.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2014-03-07,19789.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2013-06-21,19530.0,7.2,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2013-09-13,19614.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2013-10-04,19635.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2013-11-08,19670.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2013-12-13,19705.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2013-01-04,19362.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,,2013-08-07,19577.0,8.64,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2013-09-06,19607.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2013-12-06,19698.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2013-02-02,19391.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2013-02-09,19398.0,7.2,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2012-12-21,19348.0,5.75,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2013-04-19,19467.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2013-06-28,19537.0,7.2,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,,2012-10-12,19278.0,10.0,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.3,2.4,0.04347826,0.04347826
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2013-03-22,19439.0,5.75,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2013-05-31,19509.0,7.2,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2014-02-07,19761.0,0.0,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2014-01-10,19733.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2014-01-17,19740.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2013-01-18,19376.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2014-03-21,19803.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2013-09-20,19621.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2014-03-28,19810.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2013-02-23,19412.0,7.2,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,,2012-09-28,19264.0,10.0,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.1,2.5,0.1904762,0.1904762
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2014-04-18,19831.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
36.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,,2012-09-21,19257.0,10.0,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.1,2.5,0.1904762,0.1904762
36.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,2013-10-25,19656.0,5.7599998,2012-01-05,19093.0,19259.0,19471.0,19784.0,19564.0,19533.0,19717.0,19900.0,,45.0,267.57,509.47748,351.08,326.61,457.63748,555.5575,2.5,2.3,-0.08,0.08
60.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,,2014-01-24,19747.0,4.32,2011-10-20,19112.0,19284.0,19464.0,19751.0,19596.0,19533.0,19717.0,19900.0,,119.2,316.0,512.04,424.0,388.0,488.76,568.1925,2.4,2.2,-0.083333336,0.083333336
60.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,,2013-07-26,19565.0,4.32,2011-10-20,19112.0,19284.0,19464.0,19751.0,19596.0,19533.0,19717.0,19900.0,,119.2,316.0,512.04,424.0,388.0,488.76,568.1925,2.4,2.2,-0.083333336,0.083333336
60.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2014-02-07,19761.0,4.32,2011-10-20,19112.0,19284.0,19464.0,19751.0,19596.0,19533.0,19717.0,19900.0,,119.2,316.0,512.04,424.0,388.0,488.76,568.1925,2.5,2.3,-0.08,0.08
60.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,,2012-09-14,19250.0,10.0,2011-10-20,19112.0,19284.0,19464.0,19751.0,19596.0,19533.0,19717.0,19900.0,,119.2,316.0,512.04,424.0,388.0,488.76,568.1925,2.3,2.5,0.08695652,0.08695652
60.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,,2013-04-12,19460.0,7.2,2011-10-20,19112.0,19284.0,19464.0,19751.0,19596.0,19533.0,19717.0,19900.0,,119.2,316.0,512.04,424.0,388.0,488.76,568.1925,2.4,2.2,-0.083333336,0.083333336
60.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,2014-01-17,19740.0,4.32,2011-10-20,19112.0,19284.0,19464.0,19751.0,19596.0,19533.0,19717.0,19900.0,,119.2,316.0,512.04,424.0,388.0,488.76,568.1925,2.4,2.1,-0.125,0.125
60.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,,2013-06-14,19523.0,7.2,2011-10-20,19112.0,19284.0,19464.0,19751.0,19596.0,19533.0,19717.0,19900.0,,119.2,316.0,512.04,424.0,388.0,488.76,568.1925,2.4,2.2,-0.083333336,0.083333336
60.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,,2013-07-19,19558.0,4.32,2011-10-20,19112.0,19284.0,19464.0,19751.0,19596.0,19533.0,19717.0,19900.0,,119.2,316.0,512.04,424.0,388.0,488.76,568.1925,2.4,2.2,-0.083333336,0.083333336
60.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,,2013-03-08,19425.0,7.2,2011-10-20,19112.0,19284.0,19464.0,19751.0,19596.0,19533.0,19717.0,19900.0,,119.2,316.0,512.04,424.0,388.0,488.76,568.1925,2.4,2.2,-0.083333336,0.083333336
60.0,5.0,5.0,2.0,2.0,3.0,3.0,4.0,,2012-08-17,19222.0,10.0,2011-10-20,19112.0,19284.0,19464.0,19751.0,19596.0,19533.0,19717.0,19900.0,,119.2,316.0,512.04,424.0,388.0,488.76,568.1925,,,,
60.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,,2013-06-21,19530.0,7.2,2011-10-20,19112.0,19284.0,19464.0,19751.0,19596.0,19533.0,19717.0,19900.0,,119.2,316.0,512.04,424.0,388.0,488.76,568.1925,2.4,2.2,-0.083333336,0.083333336
60.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,,2013-01-25,19383.0,7.2,2011-10-20,19112.0,19284.0,19464.0,19751.0,19596.0,19533.0,19717.0,19900.0,,119.2,316.0,512.04,424.0,388.0,488.76,568.1925,2.4,2.2,-0.083333336,0.083333336
60.0,5.0,5.0,2.0,1.0,3.0,5.0,4.0,,2012-08-10,19215.0,22.6,2011-10-20,19112.0,19284.0,19464.0,19751.0,19596.0,19533.0,19717.0,19900.0,,119.2,316.0,512.04,424.0,388.0,488.76,568.1925,,,,
60.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,,2014-02-14,19768.0,4.32,2011-10-20,19112.0,19284.0,19464.0,19751.0,19596.0,19533.0,19717.0,19900.0,,119.2,316.0,512.04,424.0,388.0,488.76,568.1925,2.4,2.2,-0.083333336,0.083333336
60.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,,2013-03-22,19439.0,7.2,2011-10-20,19112.0,19284.0,19464.0,19751.0,19596.0,19533.0,19717.0,19900.0,,119.2,316.0,512.04,424.0,388.0,488.76,568.1925,2.4,2.2,-0.083333336,0.083333336
60.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,,2012-11-09,19306.0,10.0,2011-10-20,19112.0,19284.0,19464.0,19751.0,19596.0,19533.0,19717.0,19900.0,,119.2,316.0,512.04,424.0,388.0,488.76,568.1925,2.1,2.4,0.14285715,0.14285715
60.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,,2013-06-07,19516.0,7.2,2011-10-20,19112.0,19284.0,19464.0,19751.0,19596.0,19533.0,19717.0,19900.0,,119.2,316.0,512.04,424.0,388.0,488.76,568.1925,2.4,2.2,-0.083333336,0.083333336
